id	ER-ERR1084763_PE	ER-ERR1084764_PE	ER-ERR1084765_PE	ER-ERR1084775_PE	ER-ERR1084805_PE	ER-ERR1084806_PE	ER-ERR1084811_PE	TN-ERR1084766_PE	TN-ERR1084768_PE	TN-ERR1084798_PE	TN-ERR1084799_PE	TN-ERR1084800_PE	TN-ERR1084801_PE	TN-ERR1084802_PE	TN-ERR1084803_PE	TN-ERR1084804_PE	TN-ERR1084807_PE	TN-ERR1084808_PE	TN-ERR1084809_PE	TN-ERR1084810_PE
ENSG00000266821	4.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.94	2.73	0.00	0.00	0.00	0.00	2.84	0.00	0.00	0.00
ENSG00000266896	0.00	0.00	0.00	5.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000266926	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.90	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000266990	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.23	0.00	16.95	0.00	24.87	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000267009	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13.11	0.00
ENSG00000267028	0.00	0.00	68.46	0.00	39.27	0.00	0.00	0.00	35.77	0.00	0.00	0.00	0.00	0.00	39.90	0.00	0.00	0.00	0.00	25.89
ENSG00000267040	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000267100	0.00	6.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000267121	0.00	0.00	0.00	0.00	0.00	0.00	14.98	0.00	7.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.53	0.00
ENSG00000267165	0.00	0.00	428.39	214.77	1169.17	424.90	0.00	2401.65	496.59	1047.09	2586.21	261.04	2279.73	2750.62	349.82	1571.63	1870.33	0.00	2008.80	3840.93
ENSG00000267187	0.00	0.00	72.24	0.00	0.00	0.00	0.00	0.00	0.00	18.46	21.14	40.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000267205	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	21.37	0.00	0.00	0.00
ENSG00000267250	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	21.98	21.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000267284	0.00	0.00	0.00	0.00	0.00	20.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	33.09	0.00	0.00	0.00	0.00	21.22	0.00
ENSG00000267309	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.82	0.00	0.00	0.00	0.00
ENSG00000267327	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000267353	0.00	0.00	0.00	0.00	0.00	3.64	0.00	0.00	0.00	1.54	0.00	0.00	0.00	0.00	0.00	3.43	0.00	0.00	0.00	0.00
ENSG00000267356	0.00	0.00	0.00	0.00	33.22	0.00	0.00	127.69	44.10	129.47	73.93	47.30	44.76	103.36	0.00	0.00	143.96	0.00	0.00	67.17
ENSG00000267365	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	28.54	16.57	3.21	0.00	3.40	15.57	0.00	0.00	10.05	14.79
ENSG00000267368	11.59	21.41	35.16	0.00	0.00	12.68	0.00	0.00	18.29	0.00	6.98	0.00	25.16	9.67	0.00	12.20	6.67	7.09	26.31	4.80
ENSG00000267383	0.00	17.87	0.00	0.00	23.19	16.93	19.36	0.00	10.15	0.00	12.76	17.90	10.48	28.32	9.15	32.95	11.49	0.00	21.60	118.77
ENSG00000267385	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000267402	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	21.11
ENSG00000267423	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	19.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000267484	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	24.87	0.00	0.00	0.00	0.00	0.00
ENSG00000267520	9.82	11.55	12.15	34.36	4.56	78.22	57.92	13.32	8.40	13.83	8.03	25.63	29.05	38.71	14.15	26.67	4.19	7.56	48.33	13.32
ENSG00000267543	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000267580	0.00	455.68	933.68	1878.26	119.35	901.57	1551.92	0.00	181.27	593.48	328.13	359.38	676.76	341.86	2798.12	211.03	201.34	921.98	1467.40	8.04
ENSG00000267633	0.00	0.00	20.86	0.00	193.43	182.92	0.00	463.08	567.23	1753.83	57.76	0.00	533.90	25.01	524.61	0.00	0.00	175.00	302.33	452.20
ENSG00000267650	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.74	0.00	0.00	5.65
ENSG00000267696	0.00	110.26	0.00	0.00	0.00	0.00	0.00	42.98	136.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	43.24
ENSG00000267787	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000267834	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	37.19	0.00	23.17	0.00	14.15	0.00	0.00
ENSG00000267884	5.66	0.00	0.00	10.53	0.00	193.23	28.40	7.31	674.73	182.40	0.00	16.24	43.24	12.08	0.00	0.00	219.19	19.82	73.94	76.23
ENSG00000267890	0.00	0.00	0.00	22.68	0.00	0.00	0.00	20.36	0.00	18.27	28.21	0.00	0.00	0.00	461.66	0.00	196.12	47.09	0.00	0.00
ENSG00000267893	0.00	0.00	0.00	0.00	0.00	0.00	104.80	0.00	589.37	13.53	837.38	587.00	56.12	1359.45	0.00	122.50	1210.85	31.97	103.28	253.46
ENSG00000267906	0.00	0.00	74.16	0.00	0.00	113.66	0.00	0.00	0.00	37.08	0.00	3.41	75.07	0.00	64.16	0.00	41.73	45.74	0.00	0.00
ENSG00000267939	0.00	0.00	60.70	0.00	0.00	32.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	37.28	0.00	0.00
ENSG00000267957	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	18.85	0.00	0.00	0.00	0.00	0.00
ENSG00000268006	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.96	0.00	0.00	4.09	0.00	0.00	0.00	3.90	0.00	0.00	0.00	0.00	0.00
ENSG00000268156	83.80	0.00	0.00	0.00	0.00	0.00	50.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000268174	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000268205	0.00	0.00	0.00	2.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000268211	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.23	0.00	0.00	0.00	0.00	6.72	0.00	0.00	4.62	0.00	0.00	0.00
ENSG00000268220	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000268222	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.63	0.00	6.23	0.00	0.00	0.00	0.00	0.00	0.00	6.29	4.60
ENSG00000268240	0.00	0.00	0.00	0.00	9.56	0.00	0.00	0.00	0.00	6.31	6.18	10.10	0.00	0.00	0.00	0.00	0.00	0.00	6.81	0.00
ENSG00000268470	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.75	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000268549	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.24	0.00	0.00	0.00	4.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000268657	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000268658	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.57
ENSG00000268784	0.00	0.00	0.00	0.00	0.00	18.63	0.00	0.00	0.00	0.00	0.00	16.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000268802	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.24
ENSG00000268864	0.00	0.00	0.00	0.00	0.00	7.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000268912	0.00	0.00	0.00	0.00	0.00	3.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000269044	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.67	0.00	6.03	0.00	0.00	0.00	0.00	4.34
ENSG00000269110	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	23.62	0.00	0.00	0.00
ENSG00000269296	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.96	0.00	0.00	0.00	3.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000269402	0.00	0.00	0.00	0.00	0.00	46.74	0.00	0.00	68.32	0.00	0.00	24.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000269410	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000269468	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	37.05	0.00	0.00	0.00	0.00	0.00	0.00	60.05	0.00	0.00
ENSG00000269473	0.00	0.00	0.00	0.00	0.00	2.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000269480	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	25.56	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000269486	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.25	2.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000269609	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.45
ENSG00000269633	0.00	0.00	0.00	0.00	84.76	0.00	79.45	0.00	0.00	0.00	0.00	41.46	0.00	0.00	67.77	0.00	0.00	0.00	0.00	27.84
ENSG00000269657	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000269746	0.00	0.00	118.97	6.73	85.23	50.68	82.35	28.15	100.93	197.04	218.42	78.93	180.29	8.40	124.23	408.47	99.95	0.00	370.11	30.94
ENSG00000269758	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	25.11	0.00	0.00	0.00	0.00	0.00
ENSG00000269774	0.00	0.00	0.00	0.00	0.00	69.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000269779	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.18
ENSG00000269821	0.60	1.10	1.29	1.10	2.00	2.23	3.92	1.01	4.30	4.91	3.13	10.01	1.30	9.57	1.28	4.44	12.21	0.87	12.49	5.53
ENSG00000269842	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.86	0.00	0.00	5.56	0.00	0.00	0.00	0.00	3.68	0.00
ENSG00000269866	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	74.04	0.00	0.00	0.00	0.02
ENSG00000269905	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.48	0.00	0.00	5.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000269918	0.00	0.00	0.00	517.91	0.00	0.00	21.50	22.27	437.38	402.78	0.00	28.69	15.87	127.99	0.00	0.00	302.11	106.88	4.14	124.70
ENSG00000269930	0.00	20.60	22.62	70.74	0.00	36.59	22.41	302.85	11.78	23.31	0.00	12.61	132.89	18.58	25.95	0.00	77.12	13.72	25.37	45.63
ENSG00000269945	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.06	0.00	0.00	6.51	0.00	0.00	4.45	0.00	7.86	0.00	0.00	0.00
ENSG00000269950	0.00	0.00	0.00	0.00	14.92	0.00	0.00	10.54	65.93	52.11	134.37	28.23	135.05	20.77	145.35	0.00	0.00	0.00	14.20	0.00
ENSG00000269966	0.00	0.00	0.00	15.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.20	0.00	0.00	0.00	0.00	24.00	0.00	56.47	0.00
ENSG00000269984	0.00	0.00	0.00	0.00	0.00	2.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000269990	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000270022	29.28	26.25	28.87	18.17	16.97	15.53	57.68	214.77	75.20	74.11	67.93	144.97	30.75	23.65	182.53	29.83	0.00	35.10	16.19	46.18
ENSG00000270071	0.00	0.00	0.00	0.00	20.60	0.00	0.00	0.00	0.00	17.99	20.60	0.00	0.00	0.00	20.26	0.00	0.00	0.00	0.00	13.94
ENSG00000270093	0.00	0.00	0.00	0.00	11.91	0.00	0.00	8.59	26.04	62.36	89.50	16.69	32.26	0.00	22.87	0.00	5.69	0.00	22.47	16.45
ENSG00000270108	117.46	0.00	38.07	48.38	289.32	40.84	38.50	510.14	79.39	194.41	111.26	212.79	0.00	279.66	65.86	274.32	324.15	23.21	0.00	225.46
ENSG00000270346	0.00	5.11	0.00	0.00	0.00	0.00	5.41	2.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000270367	0.00	0.00	23.13	0.00	11.26	10.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.88	0.00	0.00	0.00	4.68	0.00	0.00
ENSG00000270547	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000270605	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000270804	0.00	0.00	0.00	0.00	11.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000270933	0.00	0.00	0.00	15.34	144.36	0.00	97.28	142.89	930.84	516.74	28.89	300.29	287.43	904.16	772.85	342.20	236.48	14.86	1016.01	591.11
ENSG00000270951	0.00	0.00	0.00	92.89	121.37	0.00	373.18	0.00	147.62	35.39	40.37	0.00	36.91	0.00	0.00	0.00	120.00	0.00	78.99	159.76
ENSG00000271079	0.00	0.00	0.00	0.00	0.00	5.36	0.00	0.00	0.00	9.22	0.00	20.47	33.84	0.00	0.00	5.31	0.00	0.00	0.00	6.65
ENSG00000271109	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	29.58	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000271122	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.66	2.77	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000271131	0.00	0.00	0.00	30.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	26.78	0.00	26.44	18.40
ENSG00000271278	0.00	0.00	0.00	0.00	17.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	34.42	0.00
ENSG00000271321	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.56	0.00	0.00	0.00	0.00	0.00
ENSG00000271335	0.00	0.00	0.00	0.00	8.76	0.00	0.00	0.00	0.00	0.00	0.00	8.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000271370	0.00	67.30	149.98	99.07	214.18	357.45	79.72	0.00	313.53	37.48	128.20	42.20	469.33	301.54	131.40	76.00	84.91	92.53	377.27	0.00
ENSG00000271430	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000271519	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.52	0.00	0.00	0.00	1.58	0.00	1.65	0.00	0.00	0.00	0.00	0.00
ENSG00000271550	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.60
ENSG00000271581	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.62	0.00	0.00	0.00
ENSG00000271704	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.42	0.00	0.00	0.00	0.00	0.00
ENSG00000271811	0.00	0.00	0.00	4.47	0.00	0.00	0.00	178.33	0.00	0.00	0.00	0.00	3.90	41.95	4.14	3.78	12.38	0.00	8.14	0.00
ENSG00000272094	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.30	0.00	10.18	0.00	0.00	10.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000272143	0.00	0.00	0.00	0.00	72.67	0.00	0.00	331.56	119.57	0.00	27.29	196.04	114.91	63.08	43.81	127.35	348.30	18.54	180.46	6.24
ENSG00000272214	0.00	0.00	0.00	0.00	0.00	0.00	17.26	0.00	3.09	0.00	3.55	0.00	3.19	10.87	0.00	0.00	3.38	0.00	3.83	2.46
ENSG00000272244	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	55.02
ENSG00000272268	0.00	4.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000272325	0.00	0.00	0.00	0.00	0.00	0.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.38	0.00	0.00	0.00	0.00	0.00
ENSG00000272356	0.00	0.00	0.00	3.99	0.00	3.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.85	0.00	2.33	0.00
ENSG00000272374	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.87	0.00	0.00	0.00
ENSG00000272455	0.00	8.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.71	0.00	0.00	0.00	0.00	11.55	10.53	5.75	0.00	11.35	6.10
ENSG00000272462	0.00	3.12	0.00	0.00	2.03	0.00	3.29	5.92	1.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.94	0.00	1.91	1.41
ENSG00000272476	0.00	0.00	0.00	0.00	3.36	0.00	0.00	0.00	0.00	2.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000272491	0.00	8.30	18.16	16.80	21.02	9.83	150.29	93.65	40.50	30.27	27.08	5.05	43.91	202.40	15.55	9.46	172.54	0.00	66.24	139.67
ENSG00000272501	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.20	2.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000272505	0.00	0.00	0.00	169.98	90.08	10.91	4.87	58.85	156.94	165.02	222.66	58.66	211.24	191.35	51.62	26.25	246.09	382.34	398.14	76.99
ENSG00000272520	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.77	0.00	0.00	2.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.39	0.00
ENSG00000272574	0.00	159.16	87.90	56.20	51.19	94.09	44.79	317.65	252.14	134.19	102.34	0.00	69.73	322.09	76.18	67.69	573.54	26.85	246.17	51.63
ENSG00000272601	0.00	48.43	53.64	0.00	0.00	28.62	0.00	0.00	28.00	27.14	62.04	0.00	0.00	0.00	0.00	0.00	11.64	0.00	0.00	41.44
ENSG00000272675	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.44	0.00	0.00	0.00
ENSG00000272695	0.00	0.00	7.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000272716	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	30.04	0.00	0.00	0.00	0.00	0.00
ENSG00000272717	0.00	18.92	20.76	116.64	85.89	89.59	205.21	17.43	86.47	42.84	49.13	92.52	44.39	51.19	511.68	75.34	35.39	12.59	11.64	8.40
ENSG00000272720	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.56	0.00	4.46
ENSG00000272754	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.45	0.00
ENSG00000272801	0.00	0.00	0.00	47.28	0.00	0.00	0.00	95.13	759.54	0.00	0.00	4.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000272808	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.59
ENSG00000272892	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000272909	0.00	0.00	0.00	0.00	0.00	0.00	15.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.27	0.00	0.00	0.00	0.00	0.00
ENSG00000272955	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.50	0.00	0.00	0.00	15.85	289.89	17.14	0.00	0.00	0.00	0.00	0.00
ENSG00000272983	0.00	0.00	0.00	0.00	0.00	7.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000272991	493.56	476.97	321.92	671.88	215.48	186.46	2512.43	925.88	396.05	399.32	21.65	233.71	242.21	1007.45	413.88	111.30	246.53	95.64	470.38	473.46
ENSG00000273056	0.00	0.00	34.89	88.40	40.88	0.00	35.14	85.53	527.42	0.00	0.00	58.47	74.13	114.07	80.39	53.95	455.65	63.76	645.33	69.19
ENSG00000273079	0.48	0.00	0.50	0.00	2.67	0.00	0.48	3.46	6.18	0.26	2.67	31.87	2.14	2.05	5.92	1.04	0.85	0.00	30.77	28.45
ENSG00000273247	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.46	0.00
ENSG00000273270	0.00	0.00	1.95	0.00	1.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.15
ENSG00000273289	0.00	0.00	0.00	321.88	377.35	213.78	205.61	19.86	26.10	583.49	58.00	1205.09	52.78	772.16	434.53	204.96	170.25	0.00	112.05	19.42
ENSG00000273290	3.92	3.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273311	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.74
ENSG00000273321	38.01	0.00	37.02	23.50	0.00	59.58	37.38	15.06	308.75	113.49	64.96	103.43	137.48	211.59	64.01	19.06	63.04	0.00	394.12	58.54
ENSG00000273329	0.00	0.00	0.00	1.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273381	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.04	0.00	0.00	2.82	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273382	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273433	0.00	0.00	0.00	0.00	0.00	0.00	0.00	41.26	246.97	34.71	0.00	0.00	0.00	15.32	0.00	35.39	0.00	0.00	0.00	0.00
ENSG00000273448	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	23.86	8.50
ENSMUSG00000000131	155.92	262.27	226.16	340.93	102.75	1.79	143.24	142.28	43.29	28.45	44.26	122.48	44.23	346.15	16.09	90.50	78.47	346.84	39.14	27.47
ENSMUSG00000000690	0.00	9.15	0.00	18.54	0.00	110.14	19.52	8.59	0.00	0.00	11.93	16.69	0.00	18.82	5.72	15.64	34.16	199.77	0.00	4.11
ENSMUSG00000001493	0.00	0.00	0.00	0.00	0.00	0.00	6.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
